x,y,distance,angle,is_header,is_volley,is_big_chance,is_penalty,is_free_kick,defenders_in_cone,gk_set,centrality,goal,dist_angle,match_id,competition
103.3,38.9,16.736,0.4683,0,0,0,0,0,2,1,0.972,1,7.838,3754131,Premier League 2015/16
83.8,45.5,36.615,0.2152,0,0,0,0,0,3,1,0.863,0,7.881,3754131,Premier League 2015/16
102.5,55.9,23.644,0.2523,0,0,0,0,0,2,1,0.603,0,5.966,3754131,Premier League 2015/16
106.3,35.3,14.484,0.5147,1,0,0,0,0,1,1,0.882,0,7.455,3754131,Premier League 2015/16
108.9,40.6,11.116,0.6901,0,0,1,0,0,2,1,0.985,0,7.671,3754300,Premier League 2015/16
94.7,34.4,25.912,0.2995,0,0,0,0,0,2,1,0.86,0,7.761,3754300,Premier League 2015/16
107.4,41.7,12.714,0.6054,0,1,0,0,0,3,1,0.957,1,7.697,3754300,Premier League 2015/16
111.8,40.2,8.202,0.9073,1,0,1,0,0,5,1,0.995,0,7.442,3754300,Premier League 2015/16
96.5,39.7,23.502,0.3371,0,0,0,0,0,4,1,0.993,0,7.923,3754300,Premier League 2015/16
91.3,41.8,28.756,0.2759,0,0,0,0,0,3,1,0.955,0,7.934,3754300,Premier League 2015/16
104.7,19.7,25.42,0.1918,0,0,0,0,0,2,1,0.492,0,4.877,3754300,Premier League 2015/16
93.7,49.3,27.896,0.2693,0,0,0,0,0,1,1,0.768,0,7.514,3754300,Premier League 2015/16
100.0,23.1,26.184,0.2345,0,1,0,0,0,3,1,0.578,0,6.141,3754300,Premier League 2015/16
116.5,33.1,7.737,0.5682,1,0,1,0,0,0,1,0.828,0,4.396,3754300,Premier League 2015/16
93.7,28.7,28.625,0.2561,0,0,0,0,0,2,1,0.718,0,7.332,3754300,Premier League 2015/16
108.5,24.0,19.704,0.2423,0,0,0,0,0,0,1,0.6,0,4.774,3754300,Premier League 2015/16
92.4,23.1,32.363,0.2109,0,0,0,0,0,1,1,0.578,0,6.825,3754300,Premier League 2015/16
96.2,42.4,23.921,0.3298,0,1,0,0,0,2,1,0.94,0,7.89,3754300,Premier League 2015/16
113.2,42.3,7.178,0.9922,1,0,1,0,0,0,1,0.943,0,7.123,3754300,Premier League 2015/16
94.4,37.0,25.775,0.306,0,0,0,0,0,4,1,0.925,1,7.886,3754300,Premier League 2015/16
103.4,33.0,18.016,0.4064,1,0,0,0,0,1,1,0.825,0,7.322,3754300,Premier League 2015/16
101.6,36.2,18.788,0.4118,0,0,0,0,0,2,1,0.905,1,7.737,3754300,Premier League 2015/16
107.9,27.1,17.687,0.3152,1,0,0,0,0,4,1,0.677,0,5.576,3754300,Premier League 2015/16
110.7,52.3,15.42,0.3237,0,0,0,0,0,0,1,0.693,1,4.991,3754300,Premier League 2015/16
93.1,31.0,28.366,0.2664,0,0,0,0,0,2,1,0.775,0,7.557,3754300,Premier League 2015/16
112.0,25.0,17.0,0.2303,0,1,0,0,0,0,1,0.625,0,3.915,3754300,Premier League 2015/16
112.4,31.5,11.402,0.4899,0,0,1,0,0,2,1,0.787,0,5.586,3754312,Premier League 2015/16
90.3,31.1,31.005,0.2462,0,0,0,0,0,1,1,0.778,0,7.635,3754312,Premier League 2015/16
97.6,41.3,22.438,0.3523,0,1,0,0,0,9,1,0.968,0,7.905,3754312,Premier League 2015/16
109.5,48.2,13.323,0.4796,0,0,0,0,0,2,1,0.795,0,6.39,3754312,Premier League 2015/16
113.5,49.0,11.102,0.4515,0,0,1,0,0,1,1,0.775,0,5.012,3754312,Premier League 2015/16
90.3,55.2,33.364,0.2133,0,0,0,0,0,4,1,0.62,0,7.116,3754312,Premier League 2015/16
101.4,39.3,18.613,0.4231,0,0,0,0,0,2,1,0.982,0,7.875,3754312,Premier League 2015/16
108.7,36.4,11.86,0.6275,1,0,1,0,0,2,1,0.91,0,7.441,3754312,Premier League 2015/16
95.5,24.8,28.832,0.2359,0,0,0,0,0,2,1,0.62,0,6.802,3754312,Premier League 2015/16
108.0,44.8,12.924,0.5662,0,0,0,0,0,3,1,0.88,1,7.318,3754312,Premier League 2015/16
112.3,57.6,19.211,0.1727,0,0,0,0,0,0,1,0.56,0,3.318,3754312,Premier League 2015/16
111.3,44.4,9.749,0.7219,1,0,1,0,0,1,1,0.89,0,7.038,3754312,Premier League 2015/16
98.2,53.2,25.485,0.2686,0,0,0,0,0,3,1,0.67,1,6.847,3754312,Premier League 2015/16
107.1,35.2,13.764,0.5367,0,1,0,0,0,3,1,0.88,0,7.388,3754312,Premier League 2015/16
119.3,33.2,6.836,0.1803,0,1,0,0,0,0,1,0.83,0,1.232,3754312,Premier League 2015/16
100.1,45.5,20.646,0.3702,0,0,0,0,0,4,1,0.863,0,7.642,3754312,Premier League 2015/16
98.6,29.3,23.926,0.2985,0,0,0,0,0,2,1,0.733,0,7.141,3754312,Premier League 2015/16
112.3,43.2,8.338,0.8554,0,1,1,0,0,1,1,0.92,0,7.133,3754312,Premier League 2015/16
105.3,32.1,16.688,0.4212,0,0,0,0,0,3,1,0.802,0,7.029,3754312,Premier League 2015/16
112.4,39.6,7.611,0.9672,0,1,1,0,0,3,1,0.99,0,7.361,3754312,Premier League 2015/16
110.7,28.5,14.79,0.3517,0,0,0,0,0,1,1,0.713,0,5.202,3754312,Premier League 2015/16
112.8,33.8,9.502,0.6596,1,0,1,0,0,4,1,0.845,0,6.267,3754312,Premier League 2015/16
108.6,28.2,16.407,0.3457,0,1,0,0,0,1,1,0.705,0,5.672,3754312,Premier League 2015/16
108.1,29.3,16.003,0.3775,0,1,0,0,0,2,1,0.733,0,6.041,3754312,Premier League 2015/16
106.5,53.3,18.951,0.3049,0,0,0,0,0,1,1,0.668,0,5.779,3754312,Premier League 2015/16
103.1,33.9,17.967,0.4151,0,1,0,0,0,6,1,0.847,0,7.457,3754312,Premier League 2015/16
117.2,38.8,3.046,1.8623,1,0,1,0,0,2,1,0.97,0,5.673,3754312,Premier League 2015/16
113.4,42.7,7.131,0.9874,1,0,1,0,0,4,1,0.932,0,7.041,3754312,Premier League 2015/16
109.1,28.9,15.557,0.3682,0,0,0,0,0,0,1,0.722,0,5.728,3754312,Premier League 2015/16
98.5,35.6,21.946,0.3539,0,0,0,0,0,1,1,0.89,0,7.766,3754312,Premier League 2015/16
108.6,53.1,17.366,0.3091,0,0,0,0,0,1,1,0.672,0,5.368,3754312,Premier League 2015/16
89.6,55.4,34.078,0.2092,0,0,0,0,0,2,1,0.615,0,7.13,3754138,Premier League 2015/16
89.3,44.4,31.014,0.2541,0,0,0,0,0,5,1,0.89,0,7.879,3754138,Premier League 2015/16
115.9,39.8,4.105,1.5449,0,0,1,0,0,0,1,0.995,0,6.342,3754138,Premier League 2015/16
106.2,23.4,21.587,0.2406,0,0,0,0,0,2,1,0.585,0,5.193,3754138,Premier League 2015/16
96.1,54.5,27.955,0.2448,0,0,0,0,1,3,1,0.637,0,6.843,3754138,Premier League 2015/16
102.7,48.5,19.275,0.3712,0,0,0,0,0,3,1,0.787,0,7.155,3754138,Premier League 2015/16
116.2,40.7,3.864,1.606,0,1,1,0,0,0,1,0.982,0,6.205,3754138,Premier League 2015/16
114.6,52.6,13.708,0.2462,1,0,0,0,0,2,1,0.685,0,3.375,3754138,Premier League 2015/16
86.1,23.9,37.529,0.1924,0,1,0,0,0,1,1,0.597,0,7.219,3754138,Premier League 2015/16
114.6,31.5,10.07,0.4683,0,1,1,0,0,2,1,0.787,1,4.716,3754138,Premier League 2015/16
105.8,49.3,16.974,0.3955,0,0,0,0,0,1,1,0.768,0,6.713,3754138,Premier League 2015/16
100.5,45.4,20.234,0.3775,0,0,0,0,0,2,1,0.865,0,7.639,3754138,Premier League 2015/16
97.8,31.9,23.632,0.3164,0,0,0,0,0,3,1,0.797,0,7.477,3754138,Premier League 2015/16
110.0,46.1,11.714,0.5834,1,0,1,0,0,6,1,0.847,0,6.834,3754138,Premier League 2015/16
117.1,31.8,8.698,0.3709,0,0,0,0,0,0,1,0.795,1,3.226,3754138,Premier League 2015/16
116.4,50.6,11.195,0.2576,0,0,0,0,0,0,1,0.735,0,2.884,3754138,Premier League 2015/16
112.4,39.6,7.611,0.9672,1,0,1,0,0,3,1,0.99,0,7.361,3754138,Premier League 2015/16
97.2,54.8,27.182,0.2472,0,0,0,0,0,3,1,0.63,0,6.719,3754138,Premier League 2015/16
97.1,41.5,22.949,0.3444,0,1,0,0,0,6,1,0.963,0,7.905,3754138,Premier League 2015/16
93.4,41.9,26.668,0.2971,0,0,0,0,0,3,1,0.953,0,7.922,3754138,Premier League 2015/16
88.5,44.5,31.82,0.2477,0,0,0,0,0,2,1,0.887,1,7.882,3754138,Premier League 2015/16
110.3,54.3,17.279,0.268,0,1,0,0,0,5,1,0.643,0,4.631,3754138,Premier League 2015/16
92.4,48.7,28.939,0.2626,0,0,0,0,0,2,1,0.782,0,7.599,3754138,Premier League 2015/16
97.5,35.8,22.889,0.3406,0,0,0,0,0,3,1,0.895,0,7.796,3754138,Premier League 2015/16
97.4,35.5,23.044,0.3376,0,0,0,0,0,2,1,0.887,0,7.78,3754138,Premier League 2015/16
97.8,38.6,22.244,0.3552,0,0,0,0,0,2,1,0.965,0,7.901,3754138,Premier League 2015/16
109.2,43.5,11.353,0.6533,1,0,1,0,0,3,1,0.912,0,7.416,3754138,Premier League 2015/16
108.0,43.0,12.369,0.6112,0,0,0,0,0,0,1,0.925,1,7.56,3754138,Premier League 2015/16
96.8,29.0,25.676,0.2809,0,0,0,0,0,4,1,0.725,0,7.213,3754203,Premier League 2015/16
102.4,56.8,24.331,0.2397,0,0,0,0,0,4,1,0.58,0,5.833,3754203,Premier League 2015/16
117.2,46.9,7.446,0.5164,0,0,1,0,0,2,1,0.828,0,3.845,3754203,Premier League 2015/16
108.7,44.7,12.238,0.5943,0,0,0,0,0,7,1,0.882,0,7.273,3754203,Premier League 2015/16
109.6,32.7,12.706,0.5196,0,1,0,0,0,1,1,0.818,0,6.602,3754203,Premier League 2015/16
118.3,35.7,4.624,1.1941,1,0,1,0,0,1,1,0.893,1,5.521,3754203,Premier League 2015/16
94.6,36.5,25.64,0.3068,0,0,0,0,0,3,1,0.912,0,7.866,3754203,Premier League 2015/16
107.7,36.5,12.788,0.5882,0,0,0,0,0,2,1,0.912,1,7.522,3754203,Premier League 2015/16
117.1,47.0,7.577,0.5107,1,0,1,0,0,0,1,0.825,0,3.869,3754203,Premier League 2015/16
103.4,53.9,21.651,0.2853,0,0,0,0,0,3,1,0.653,0,6.177,3754203,Premier League 2015/16
100.5,40.5,19.506,0.4044,0,0,0,0,0,5,1,0.988,0,7.888,3754203,Premier League 2015/16
105.8,37.0,14.513,0.5283,0,0,0,0,0,4,1,0.925,1,7.668,3754203,Premier League 2015/16
116.9,45.1,5.968,0.9015,1,0,1,0,0,2,1,0.872,0,5.38,3754203,Premier League 2015/16
101.8,29.5,21.012,0.3297,0,0,0,0,0,3,1,0.738,0,6.928,3754203,Premier League 2015/16
89.8,42.9,30.339,0.261,0,0,0,0,1,5,1,0.927,0,7.919,3754203,Premier League 2015/16
91.6,31.7,29.588,0.2584,0,0,0,0,0,4,1,0.792,0,7.647,3754203,Premier League 2015/16
108.8,51.0,15.698,0.3708,0,1,0,0,0,6,1,0.725,0,5.821,3754203,Premier League 2015/16
105.3,49.9,17.723,0.3758,0,0,0,0,0,1,1,0.753,0,6.659,3754203,Premier League 2015/16
111.7,39.5,8.315,0.8959,0,1,1,0,0,1,1,0.988,0,7.449,3754203,Premier League 2015/16
108.6,52.9,17.215,0.3145,0,0,0,0,0,0,1,0.677,0,5.414,3754190,Premier League 2015/16
85.7,26.3,36.935,0.2008,0,0,0,0,0,1,1,0.657,0,7.416,3754190,Premier League 2015/16
97.8,40.0,22.2,0.3565,0,1,0,0,0,5,1,1.0,0,7.915,3754190,Premier League 2015/16
107.6,35.4,13.226,0.558,0,0,0,0,0,0,1,0.885,0,7.38,3754190,Premier League 2015/16
92.4,39.8,27.601,0.2878,0,0,0,0,0,3,1,0.995,0,7.944,3754190,Premier League 2015/16
109.8,38.1,10.375,0.7275,0,0,1,0,0,2,1,0.953,0,7.548,3754190,Premier League 2015/16
92.0,35.4,28.375,0.2766,0,0,0,0,0,3,1,0.885,0,7.848,3754190,Premier League 2015/16
93.4,45.0,27.066,0.2887,0,0,0,0,0,4,1,0.875,0,7.813,3754190,Premier League 2015/16
99.4,30.1,22.855,0.3146,0,0,0,0,0,1,1,0.753,0,7.191,3754190,Premier League 2015/16
112.7,31.3,11.357,0.4771,1,0,1,0,0,4,1,0.782,0,5.418,3754190,Premier League 2015/16
112.0,31.5,11.673,0.4891,1,0,1,0,0,0,1,0.787,0,5.709,3754190,Premier League 2015/16
85.3,36.2,34.907,0.2269,0,0,0,0,0,2,1,0.905,0,7.92,3754190,Premier League 2015/16
114.8,25.2,15.687,0.1789,0,0,0,0,0,0,1,0.63,0,2.806,3754190,Premier League 2015/16
111.5,49.2,12.526,0.4497,1,0,0,0,0,1,1,0.77,0,5.632,3754190,Premier League 2015/16
117.7,33.8,6.613,0.5858,0,0,1,0,0,1,1,0.845,0,3.874,3754190,Premier League 2015/16
99.8,47.5,21.547,0.346,0,0,0,0,0,5,1,0.812,0,7.455,3754190,Premier League 2015/16
97.8,23.5,27.66,0.2328,0,0,0,0,1,2,1,0.588,0,6.439,3754190,Premier League 2015/16
101.9,47.6,19.631,0.3736,0,0,0,0,0,3,1,0.81,0,7.334,3754190,Premier League 2015/16
106.3,43.8,14.217,0.5322,1,0,0,0,0,5,1,0.905,0,7.566,3754190,Premier League 2015/16
104.2,33.3,17.162,0.426,0,0,0,0,0,4,1,0.832,0,7.311,3754190,Premier League 2015/16
105.4,51.6,18.647,0.3385,0,1,0,0,0,3,1,0.71,0,6.313,3754190,Premier League 2015/16
106.9,45.6,14.247,0.5109,0,0,0,0,0,2,1,0.86,0,7.278,3754190,Premier League 2015/16
102.0,38.0,18.111,0.4324,0,0,0,0,0,4,1,0.95,0,7.831,3754190,Premier League 2015/16
108.6,45.4,12.614,0.5673,1,0,0,0,0,6,1,0.865,1,7.157,3754190,Premier League 2015/16
111.3,26.8,15.809,0.2892,0,0,0,0,0,2,1,0.67,0,4.572,3754190,Premier League 2015/16
98.5,53.4,25.334,0.2682,0,0,0,0,0,5,1,0.665,0,6.795,3754190,Premier League 2015/16
116.4,23.2,17.181,0.1028,0,0,0,0,0,0,1,0.58,0,1.766,3754190,Premier League 2015/16
97.0,35.5,23.436,0.3323,0,1,0,0,0,8,1,0.887,0,7.787,3754190,Premier League 2015/16
103.3,51.8,20.448,0.3208,0,0,0,0,0,1,1,0.705,1,6.559,3754190,Premier League 2015/16
102.5,33.3,18.739,0.3957,0,0,0,0,0,0,1,0.832,0,7.415,3754066,Premier League 2015/16
108.5,56.7,20.277,0.2288,0,0,0,0,0,2,1,0.582,0,4.638,3754066,Premier League 2015/16
104.9,42.3,15.274,0.5074,0,0,0,0,0,4,1,0.943,0,7.75,3754066,Premier League 2015/16
104.3,46.1,16.843,0.4387,0,0,0,0,0,1,1,0.847,0,7.389,3754066,Premier League 2015/16
115.2,32.9,8.57,0.5892,1,0,1,0,0,0,1,0.823,0,5.05,3754066,Premier League 2015/16
114.4,37.3,6.217,1.1027,0,1,1,0,0,0,1,0.932,0,6.855,3754066,Premier League 2015/16
87.7,49.1,33.557,0.2287,0,0,0,0,0,4,1,0.772,0,7.675,3754066,Premier League 2015/16
94.4,34.8,26.123,0.2982,0,0,0,0,0,4,1,0.87,0,7.789,3754066,Premier League 2015/16
109.3,42.1,10.904,0.6939,0,1,1,0,0,2,1,0.948,0,7.566,3754066,Premier League 2015/16
105.5,43.7,14.965,0.5089,0,0,0,0,0,3,1,0.907,1,7.615,3754066,Premier League 2015/16
117.8,45.7,6.11,0.6899,1,0,1,0,0,1,1,0.857,0,4.215,3754066,Premier League 2015/16
97.6,45.1,22.973,0.3368,0,0,0,0,0,2,1,0.872,0,7.738,3754066,Premier League 2015/16
96.1,28.5,26.523,0.2713,0,0,0,0,0,2,1,0.713,0,7.195,3754066,Premier League 2015/16
112.2,36.2,8.676,0.811,1,0,1,0,0,0,1,0.905,0,7.037,3754066,Premier League 2015/16
102.9,50.9,20.279,0.3332,0,0,0,0,0,2,1,0.728,0,6.757,3754066,Premier League 2015/16
98.6,43.3,21.653,0.3614,0,0,0,0,0,4,1,0.918,0,7.826,3754066,Premier League 2015/16
96.2,21.6,30.083,0.211,0,0,0,0,0,2,1,0.54,0,6.347,3754066,Premier League 2015/16
106.5,30.7,16.393,0.4038,0,0,0,0,0,1,1,0.767,0,6.62,3754066,Premier League 2015/16
92.6,53.2,30.414,0.2366,0,0,0,0,0,3,1,0.67,0,7.197,3754066,Premier League 2015/16
107.2,39.5,12.81,0.605,0,0,0,0,0,3,1,0.988,0,7.75,3754066,Premier League 2015/16
112.5,35.0,9.014,0.7435,1,0,1,0,0,2,1,0.875,1,6.702,3754066,Premier League 2015/16
90.8,42.8,29.334,0.2699,0,0,0,0,0,3,1,0.93,0,7.916,3754066,Premier League 2015/16
100.8,28.1,22.589,0.3013,0,0,0,0,0,3,1,0.703,0,6.806,3754066,Premier League 2015/16
96.8,47.5,24.382,0.3105,0,0,0,0,0,3,1,0.812,0,7.57,3754066,Premier League 2015/16
101.3,48.2,20.419,0.3571,0,0,0,0,0,2,1,0.795,1,7.292,3754066,Premier League 2015/16
101.3,49.5,20.975,0.3392,0,1,0,0,0,5,1,0.762,0,7.115,3754066,Premier League 2015/16
105.7,56.9,22.138,0.2368,0,0,0,0,0,3,1,0.578,0,5.242,3754066,Premier League 2015/16
109.0,37.6,11.259,0.6714,0,1,1,0,0,0,1,0.94,0,7.559,3754066,Premier League 2015/16
116.7,29.9,10.625,0.266,0,0,0,0,0,0,1,0.747,0,2.826,3754066,Premier League 2015/16
107.8,30.7,15.34,0.4187,0,1,0,0,0,2,1,0.767,0,6.423,3754034,Premier League 2015/16
101.5,19.3,27.762,0.1936,0,0,0,0,1,3,1,0.483,0,5.376,3754034,Premier League 2015/16
106.4,28.2,18.006,0.3394,0,0,0,0,0,3,1,0.705,0,6.11,3754034,Premier League 2015/16
118.5,29.4,10.706,0.1211,0,0,0,0,0,0,1,0.735,0,1.296,3754034,Premier League 2015/16
110.8,46.4,11.207,0.5914,0,1,1,0,0,2,1,0.84,0,6.627,3754034,Premier League 2015/16
112.5,34.3,9.42,0.6897,1,0,1,0,0,0,1,0.857,0,6.497,3754034,Premier League 2015/16
95.0,19.3,32.458,0.1904,0,0,0,0,0,3,1,0.483,0,6.181,3754034,Premier League 2015/16
113.2,27.1,14.583,0.2699,0,0,0,0,0,0,1,0.677,0,3.936,3754034,Premier League 2015/16
113.1,37.6,7.305,0.9757,1,0,1,0,0,1,1,0.94,1,7.128,3754034,Premier League 2015/16
118.0,54.4,14.538,0.0817,0,0,0,0,0,0,1,0.64,0,1.188,3754034,Premier League 2015/16
103.9,41.2,16.145,0.4846,0,0,0,0,0,2,1,0.97,0,7.824,3754034,Premier League 2015/16
108.5,26.9,17.432,0.3093,0,1,0,0,0,1,1,0.672,0,5.392,3754034,Premier League 2015/16
113.3,38.7,6.825,1.0523,1,0,1,0,0,4,1,0.968,0,7.182,3754034,Premier League 2015/16
100.9,38.8,19.138,0.4114,0,0,0,0,0,3,1,0.97,1,7.873,3754034,Premier League 2015/16
110.5,36.1,10.269,0.7042,1,0,1,0,0,3,1,0.903,0,7.232,3754034,Premier League 2015/16
106.2,42.7,14.062,0.5459,0,0,0,0,0,2,1,0.932,0,7.676,3754034,Premier League 2015/16
104.8,54.4,20.938,0.2803,0,1,0,0,0,3,1,0.64,0,5.869,3754034,Premier League 2015/16
105.8,44.2,14.808,0.5096,0,1,0,0,0,3,0,0.895,0,7.546,3754034,Premier League 2015/16
105.7,43.0,14.611,0.525,0,1,0,0,0,2,1,0.925,0,7.671,3754034,Premier League 2015/16
112.0,33.8,10.121,0.6373,1,0,1,0,0,2,1,0.845,0,6.451,3754034,Premier League 2015/16
110.6,35.6,10.379,0.6867,1,0,1,0,0,6,1,0.89,0,7.128,3754034,Premier League 2015/16
91.8,54.0,31.484,0.2273,0,0,0,0,0,3,1,0.65,0,7.157,3754034,Premier League 2015/16
101.8,49.5,20.53,0.3447,0,0,0,0,0,3,1,0.762,0,7.077,3754034,Premier League 2015/16
96.5,51.0,25.947,0.2786,0,0,0,0,0,1,1,0.725,0,7.229,3754034,Premier League 2015/16
104.4,50.9,19.031,0.346,0,1,0,0,0,4,1,0.728,0,6.585,3754034,Premier League 2015/16
105.6,33.0,16.011,0.4469,0,0,0,0,0,2,1,0.825,1,7.156,3754034,Premier League 2015/16
102.4,46.9,18.904,0.3912,0,1,0,0,0,2,1,0.828,0,7.395,3754034,Premier League 2015/16
89.3,48.2,31.776,0.2423,0,0,0,0,0,4,1,0.795,0,7.699,3754034,Premier League 2015/16
106.0,43.9,14.533,0.5209,0,1,0,0,0,3,1,0.903,0,7.57,3753985,Premier League 2015/16
89.6,33.4,31.108,0.2502,0,1,0,0,0,0,1,0.835,0,7.783,3753985,Premier League 2015/16
95.5,30.1,26.425,0.2797,0,0,0,0,0,2,1,0.753,0,7.392,3753985,Premier League 2015/16
96.0,33.3,24.918,0.3074,0,0,0,0,0,4,1,0.832,0,7.659,3753985,Premier League 2015/16
105.7,60.1,24.668,0.1907,0,0,0,0,0,2,1,0.497,0,4.705,3753985,Premier League 2015/16
107.7,31.4,15.008,0.4396,0,0,0,0,0,2,1,0.785,0,6.597,3753985,Premier League 2015/16
108.3,38.6,11.783,0.6511,0,0,1,0,0,4,1,0.965,0,7.672,3753985,Premier League 2015/16
96.2,58.3,30.022,0.2118,0,0,0,0,0,1,1,0.543,0,6.36,3753985,Premier League 2015/16
109.1,22.4,20.702,0.2083,0,0,0,0,0,0,1,0.56,0,4.312,3753985,Premier League 2015/16
106.5,32.1,15.642,0.4413,0,0,0,0,0,3,1,0.802,0,6.902,3753985,Premier League 2015/16
110.3,39.9,9.701,0.7822,1,0,1,0,0,4,1,0.997,0,7.588,3753985,Premier League 2015/16
89.0,39.6,31.003,0.2566,0,1,0,0,0,3,1,0.99,0,7.955,3753985,Premier League 2015/16
103.6,47.0,17.831,0.4099,0,0,0,0,0,3,1,0.825,0,7.309,3753985,Premier League 2015/16
91.2,33.0,29.638,0.2611,0,0,0,0,0,3,1,0.825,1,7.737,3753985,Premier League 2015/16
91.9,43.4,28.305,0.2788,0,0,0,0,0,3,1,0.915,0,7.893,3753987,Premier League 2015/16
93.3,30.7,28.273,0.2662,0,0,0,0,0,4,1,0.767,0,7.526,3753987,Premier League 2015/16
106.9,34.6,14.169,0.5159,0,1,0,0,0,3,1,0.865,0,7.311,3753987,Premier League 2015/16
111.5,35.4,9.665,0.7208,0,1,1,0,0,2,1,0.885,0,6.966,3753987,Premier League 2015/16
101.2,52.2,22.412,0.3,0,0,0,0,0,1,1,0.695,0,6.722,3753987,Premier League 2015/16
102.9,27.0,21.48,0.298,0,0,0,0,0,1,1,0.675,0,6.401,3753987,Premier League 2015/16
113.6,38.1,6.676,1.0618,1,0,1,0,0,3,1,0.953,0,7.089,3753987,Premier League 2015/16
97.7,51.9,25.276,0.2789,0,0,0,0,0,3,1,0.703,0,7.051,3753987,Premier League 2015/16
95.5,26.4,28.022,0.2495,0,0,0,0,0,2,1,0.66,0,6.991,3753987,Premier League 2015/16
113.5,24.6,16.716,0.1949,0,1,0,0,0,0,1,0.615,0,3.258,3753987,Premier League 2015/16
88.1,42.6,32.006,0.2479,0,0,0,0,0,3,1,0.935,0,7.933,3753987,Premier League 2015/16
102.2,37.9,17.923,0.4365,0,0,0,0,0,4,1,0.948,0,7.823,3753987,Premier League 2015/16
98.2,37.3,21.967,0.3577,0,0,0,0,0,5,1,0.932,0,7.858,3753987,Premier League 2015/16
112.4,54.0,15.93,0.2504,0,0,0,0,0,0,1,0.65,0,3.988,3753987,Premier League 2015/16
111.4,33.2,10.964,0.5836,0,0,1,0,0,0,1,0.83,0,6.398,3753987,Premier League 2015/16
111.6,39.7,8.405,0.888,1,0,1,0,0,6,1,0.993,0,7.464,3753987,Premier League 2015/16
108.0,56.1,20.08,0.243,0,0,0,0,0,2,1,0.597,0,4.88,3753987,Premier League 2015/16
113.4,34.7,8.465,0.7591,1,0,1,0,0,4,1,0.868,0,6.426,3753987,Premier League 2015/16
94.7,31.6,26.658,0.2835,0,0,0,0,0,3,1,0.79,0,7.558,3753987,Premier League 2015/16
107.7,36.8,12.709,0.5945,0,0,0,0,0,3,1,0.92,0,7.556,3753987,Premier League 2015/16
105.1,27.3,19.578,0.3138,0,0,0,0,0,2,1,0.682,0,6.144,3753987,Premier League 2015/16
89.5,50.9,32.389,0.2319,0,0,0,0,0,1,1,0.728,0,7.512,3753987,Premier League 2015/16
95.8,39.9,24.2,0.3276,0,0,0,0,0,2,1,0.997,0,7.928,3753987,Premier League 2015/16
116.3,53.5,13.998,0.163,0,0,0,0,0,0,1,0.662,0,2.282,3753987,Premier League 2015/16
116.5,44.0,5.315,1.1584,1,0,1,0,0,0,1,0.9,1,6.157,3753987,Premier League 2015/16
108.2,54.8,18.928,0.2691,0,0,0,0,0,1,1,0.63,1,5.094,3753987,Premier League 2015/16
99.9,23.5,26.005,0.2389,0,0,0,0,1,4,1,0.588,0,6.212,3753987,Premier League 2015/16
101.5,38.1,18.597,0.4218,0,1,0,0,0,5,1,0.953,0,7.843,3753987,Premier League 2015/16
82.5,45.6,37.916,0.208,0,0,0,0,0,2,1,0.86,0,7.886,3753987,Premier League 2015/16
112.4,42.2,7.912,0.9169,1,0,1,0,0,4,1,0.945,0,7.254,3753987,Premier League 2015/16
113.0,36.9,7.656,0.9204,0,1,1,0,0,0,1,0.922,0,7.046,3753987,Premier League 2015/16
116.7,26.0,14.384,0.1374,0,1,0,0,0,2,1,0.65,0,1.977,3753987,Premier League 2015/16
105.8,47.2,15.921,0.4462,1,0,0,0,0,0,1,0.82,0,7.104,3754189,Premier League 2015/16
95.4,51.4,27.113,0.2671,0,0,0,0,0,5,1,0.715,0,7.243,3754189,Premier League 2015/16
94.4,30.8,27.203,0.2757,0,1,0,0,0,4,1,0.77,0,7.499,3754189,Premier League 2015/16
112.2,51.6,13.979,0.3347,0,0,0,0,0,0,1,0.71,0,4.679,3754189,Premier League 2015/16
97.3,19.5,30.587,0.195,0,0,0,0,0,5,1,0.488,0,5.964,3754189,Premier League 2015/16
108.6,47.1,13.43,0.5066,1,0,0,0,0,0,1,0.823,0,6.803,3754189,Premier League 2015/16
113.1,35.0,8.521,0.7728,1,0,1,0,0,3,1,0.875,0,6.585,3754189,Premier League 2015/16
102.9,53.6,21.849,0.2883,0,0,0,0,0,0,1,0.66,0,6.298,3754189,Premier League 2015/16
108.3,56.5,20.227,0.2337,0,0,0,0,0,0,1,0.588,0,4.728,3754189,Premier League 2015/16
117.0,49.5,9.962,0.2807,1,0,0,0,0,0,1,0.762,0,2.796,3754189,Premier League 2015/16
96.6,62.0,32.118,0.1823,0,0,0,0,0,3,1,0.45,0,5.855,3754189,Premier League 2015/16
104.5,56.7,22.785,0.2416,0,0,0,0,0,1,1,0.582,0,5.506,3754189,Premier League 2015/16
84.1,49.8,37.214,0.2068,0,0,0,0,0,2,1,0.755,0,7.696,3754189,Premier League 2015/16
115.4,43.1,5.547,1.1891,1,0,1,0,0,4,1,0.922,0,6.596,3754189,Premier League 2015/16
117.1,36.6,4.469,1.4013,1,0,1,0,0,1,1,0.915,0,6.262,3754189,Premier League 2015/16
97.7,48.4,23.83,0.3127,0,0,0,0,0,1,1,0.79,0,7.451,3754189,Premier League 2015/16
87.0,40.8,33.01,0.2411,0,0,0,0,0,4,1,0.98,0,7.959,3754189,Premier League 2015/16
